condition_id,task,distractor_type,noise_count,gold_count,menu_size,gold_fraction,gold_positions
grid-dispatch-operator|hard|n20,grid-dispatch-operator,hard,20,3,23,0.13043478260869565,1;2;23
hvac-control|shared|n0,hvac-control,shared,0,5,5,1.0,1;2;3;4;5
hvac-control|random|n2,hvac-control,random,2,5,7,0.7142857142857143,1;3;5;6;7
hvac-control|hard|n2,hvac-control,hard,2,5,7,0.7142857142857143,1;3;5;6;7
hvac-control|random|n5,hvac-control,random,5,5,10,0.5,1;3;6;7;9
hvac-control|hard|n5,hvac-control,hard,5,5,10,0.5,1;3;6;8;9
hvac-control|random|n10,hvac-control,random,10,5,15,0.3333333333333333,1;6;10;11;13
hvac-control|hard|n10,hvac-control,hard,10,5,15,0.3333333333333333,2;5;10;13;14
hvac-control|random|n20,hvac-control,random,20,5,25,0.2,1;8;15;18;20
hvac-control|hard|n20,hvac-control,hard,20,5,25,0.2,2;8;15;20;22
invoice-fraud-detection|shared|n0,invoice-fraud-detection,shared,0,3,3,1.0,1;2;3
invoice-fraud-detection|random|n2,invoice-fraud-detection,random,2,3,5,0.6,1;2;4
invoice-fraud-detection|hard|n2,invoice-fraud-detection,hard,2,3,5,0.6,2;3;5
invoice-fraud-detection|random|n5,invoice-fraud-detection,random,5,3,8,0.375,1;3;6
invoice-fraud-detection|hard|n5,invoice-fraud-detection,hard,5,3,8,0.375,5;6;8
invoice-fraud-detection|random|n10,invoice-fraud-detection,random,10,3,13,0.23076923076923078,1;3;8
invoice-fraud-detection|hard|n10,invoice-fraud-detection,hard,10,3,13,0.23076923076923078,7;8;11
invoice-fraud-detection|random|n20,invoice-fraud-detection,random,20,3,23,0.13043478260869565,2;6;13
invoice-fraud-detection|hard|n20,invoice-fraud-detection,hard,20,3,23,0.13043478260869565,12;14;19
jax-computing-basics|shared|n0,jax-computing-basics,shared,0,1,1,1.0,1
jax-computing-basics|random|n2,jax-computing-basics,random,2,1,3,0.3333333333333333,2
jax-computing-basics|hard|n2,jax-computing-basics,hard,2,1,3,0.3333333333333333,2
jax-computing-basics|random|n5,jax-computing-basics,random,5,1,6,0.16666666666666666,4
jax-computing-basics|hard|n5,jax-computing-basics,hard,5,1,6,0.16666666666666666,4
jax-computing-basics|random|n10,jax-computing-basics,random,10,1,11,0.09090909090909091,5
jax-computing-basics|hard|n10,jax-computing-basics,hard,10,1,11,0.09090909090909091,6
jax-computing-basics|random|n20,jax-computing-basics,random,20,1,21,0.047619047619047616,12
jax-computing-basics|hard|n20,jax-computing-basics,hard,20,1,21,0.047619047619047616,12
jpg-ocr-stat|shared|n0,jpg-ocr-stat,shared,0,5,5,1.0,1;2;3;4;5
jpg-ocr-stat|random|n2,jpg-ocr-stat,random,2,5,7,0.7142857142857143,1;2;3;4;7
jpg-ocr-stat|hard|n2,jpg-ocr-stat,hard,2,5,7,0.7142857142857143,1;2;4;5;6
jpg-ocr-stat|random|n5,jpg-ocr-stat,random,5,5,10,0.5,1;2;5;6;10
jpg-ocr-stat|hard|n5,jpg-ocr-stat,hard,5,5,10,0.5,2;3;5;6;7
jpg-ocr-stat|random|n10,jpg-ocr-stat,random,10,5,15,0.3333333333333333,1;2;6;7;13
jpg-ocr-stat|hard|n10,jpg-ocr-stat,hard,10,5,15,0.3333333333333333,3;4;6;7;10
jpg-ocr-stat|random|n20,jpg-ocr-stat,random,20,5,25,0.2,3;4;11;12;22
jpg-ocr-stat|hard|n20,jpg-ocr-stat,hard,20,5,25,0.2,5;6;8;9;16
lab-unit-harmonization|shared|n0,lab-unit-harmonization,shared,0,1,1,1.0,1
lab-unit-harmonization|random|n2,lab-unit-harmonization,random,2,1,3,0.3333333333333333,1
lab-unit-harmonization|hard|n2,lab-unit-harmonization,hard,2,1,3,0.3333333333333333,3
lab-unit-harmonization|random|n5,lab-unit-harmonization,random,5,1,6,0.16666666666666666,3
lab-unit-harmonization|hard|n5,lab-unit-harmonization,hard,5,1,6,0.16666666666666666,5
lab-unit-harmonization|random|n10,lab-unit-harmonization,random,10,1,11,0.09090909090909091,4
lab-unit-harmonization|hard|n10,lab-unit-harmonization,hard,10,1,11,0.09090909090909091,9
lab-unit-harmonization|random|n20,lab-unit-harmonization,random,20,1,21,0.047619047619047616,8
lab-unit-harmonization|hard|n20,lab-unit-harmonization,hard,20,1,21,0.047619047619047616,11
lake-warming-attribution|shared|n0,lake-warming-attribution,shared,0,4,4,1.0,1;2;3;4
lake-warming-attribution|random|n2,lake-warming-attribution,random,2,4,6,0.6666666666666666,1;3;4;5
lake-warming-attribution|hard|n2,lake-warming-attribution,hard,2,4,6,0.6666666666666666,3;4;5;6
lake-warming-attribution|random|n5,lake-warming-attribution,random,5,4,9,0.4444444444444444,2;4;5;6
lake-warming-attribution|hard|n5,lake-warming-attribution,hard,5,4,9,0.4444444444444444,5;6;7;8
lake-warming-attribution|random|n10,lake-warming-attribution,random,10,4,14,0.2857142857142857,2;4;8;9
lake-warming-attribution|hard|n10,lake-warming-attribution,hard,10,4,14,0.2857142857142857,6;7;10;11
lake-warming-attribution|random|n20,lake-warming-attribution,random,20,4,24,0.16666666666666666,9;12;16;17
lake-warming-attribution|hard|n20,lake-warming-attribution,hard,20,4,24,0.16666666666666666,12;13;16;19
latex-formula-extraction|shared|n0,latex-formula-extraction,shared,0,2,2,1.0,1;2
latex-formula-extraction|random|n2,latex-formula-extraction,random,2,2,4,0.5,1;3
latex-formula-extraction|hard|n2,latex-formula-extraction,hard,2,2,4,0.5,1;3
latex-formula-extraction|random|n5,latex-formula-extraction,random,5,2,7,0.2857142857142857,1;4
latex-formula-extraction|hard|n5,latex-formula-extraction,hard,5,2,7,0.2857142857142857,2;5
latex-formula-extraction|random|n10,latex-formula-extraction,random,10,2,12,0.16666666666666666,3;7
latex-formula-extraction|hard|n10,latex-formula-extraction,hard,10,2,12,0.16666666666666666,4;8
latex-formula-extraction|random|n20,latex-formula-extraction,random,20,2,22,0.09090909090909091,4;11
latex-formula-extraction|hard|n20,latex-formula-extraction,hard,20,2,22,0.09090909090909091,6;12
lean4-proof|shared|n0,lean4-proof,shared,0,2,2,1.0,1;2
lean4-proof|random|n2,lean4-proof,random,2,2,4,0.5,1;4
lean4-proof|hard|n2,lean4-proof,hard,2,2,4,0.5,1;4
lean4-proof|random|n5,lean4-proof,random,5,2,7,0.2857142857142857,2;6
lean4-proof|hard|n5,lean4-proof,hard,5,2,7,0.2857142857142857,2;7
lean4-proof|random|n10,lean4-proof,random,10,2,12,0.16666666666666666,4;11
lean4-proof|hard|n10,lean4-proof,hard,10,2,12,0.16666666666666666,2;11
lean4-proof|random|n20,lean4-proof,random,20,2,22,0.09090909090909091,5;20
lean4-proof|hard|n20,lean4-proof,hard,20,2,22,0.09090909090909091,5;21
manufacturing-codebook-normalization|shared|n0,manufacturing-codebook-normalization,shared,0,1,1,1.0,1
manufacturing-codebook-normalization|random|n2,manufacturing-codebook-normalization,random,2,1,3,0.3333333333333333,1
manufacturing-codebook-normalization|hard|n2,manufacturing-codebook-normalization,hard,2,1,3,0.3333333333333333,2
manufacturing-codebook-normalization|random|n5,manufacturing-codebook-normalization,random,5,1,6,0.16666666666666666,3
manufacturing-codebook-normalization|hard|n5,manufacturing-codebook-normalization,hard,5,1,6,0.16666666666666666,4
manufacturing-codebook-normalization|random|n10,manufacturing-codebook-normalization,random,10,1,11,0.09090909090909091,3
manufacturing-codebook-normalization|hard|n10,manufacturing-codebook-normalization,hard,10,1,11,0.09090909090909091,7
manufacturing-codebook-normalization|random|n20,manufacturing-codebook-normalization,random,20,1,21,0.047619047619047616,8
manufacturing-codebook-normalization|hard|n20,manufacturing-codebook-normalization,hard,20,1,21,0.047619047619047616,14
manufacturing-equipment-maintenance|shared|n0,manufacturing-equipment-maintenance,shared,0,2,2,1.0,1;2
manufacturing-equipment-maintenance|random|n2,manufacturing-equipment-maintenance,random,2,2,4,0.5,3;4
manufacturing-equipment-maintenance|hard|n2,manufacturing-equipment-maintenance,hard,2,2,4,0.5,2;4
manufacturing-equipment-maintenance|random|n5,manufacturing-equipment-maintenance,random,5,2,7,0.2857142857142857,5;7
manufacturing-equipment-maintenance|hard|n5,manufacturing-equipment-maintenance,hard,5,2,7,0.2857142857142857,5;7
manufacturing-equipment-maintenance|random|n10,manufacturing-equipment-maintenance,random,10,2,12,0.16666666666666666,7;11
manufacturing-equipment-maintenance|hard|n10,manufacturing-equipment-maintenance,hard,10,2,12,0.16666666666666666,8;11
manufacturing-equipment-maintenance|random|n20,manufacturing-equipment-maintenance,random,20,2,22,0.09090909090909091,15;21
manufacturing-equipment-maintenance|hard|n20,manufacturing-equipment-maintenance,hard,20,2,22,0.09090909090909091,14;18
manufacturing-fjsp-optimization|shared|n0,manufacturing-fjsp-optimization,shared,0,1,1,1.0,1
manufacturing-fjsp-optimization|random|n2,manufacturing-fjsp-optimization,random,2,1,3,0.3333333333333333,2
manufacturing-fjsp-optimization|hard|n2,manufacturing-fjsp-optimization,hard,2,1,3,0.3333333333333333,2
manufacturing-fjsp-optimization|random|n5,manufacturing-fjsp-optimization,random,5,1,6,0.16666666666666666,3
manufacturing-fjsp-optimization|hard|n5,manufacturing-fjsp-optimization,hard,5,1,6,0.16666666666666666,5
manufacturing-fjsp-optimization|random|n10,manufacturing-fjsp-optimization,random,10,1,11,0.09090909090909091,7
manufacturing-fjsp-optimization|hard|n10,manufacturing-fjsp-optimization,hard,10,1,11,0.09090909090909091,7
manufacturing-fjsp-optimization|random|n20,manufacturing-fjsp-optimization,random,20,1,21,0.047619047619047616,10
manufacturing-fjsp-optimization|hard|n20,manufacturing-fjsp-optimization,hard,20,1,21,0.047619047619047616,15
mario-coin-counting|shared|n0,mario-coin-counting,shared,0,3,3,1.0,1;2;3
mario-coin-counting|random|n2,mario-coin-counting,random,2,3,5,0.6,1;4;5
mario-coin-counting|hard|n2,mario-coin-counting,hard,2,3,5,0.6,1;2;3
mario-coin-counting|random|n5,mario-coin-counting,random,5,3,8,0.375,1;6;8
mario-coin-counting|hard|n5,mario-coin-counting,hard,5,3,8,0.375,1;3;5
mario-coin-counting|random|n10,mario-coin-counting,random,10,3,13,0.23076923076923078,1;8;10
mario-coin-counting|hard|n10,mario-coin-counting,hard,10,3,13,0.23076923076923078,3;6;9
mario-coin-counting|random|n20,mario-coin-counting,random,20,3,23,0.13043478260869565,3;15;19
mario-coin-counting|hard|n20,mario-coin-counting,hard,20,3,23,0.13043478260869565,4;11;17
mars-clouds-clustering|shared|n0,mars-clouds-clustering,shared,0,3,3,1.0,1;2;3
mars-clouds-clustering|random|n2,mars-clouds-clustering,random,2,3,5,0.6,1;2;5
mars-clouds-clustering|hard|n2,mars-clouds-clustering,hard,2,3,5,0.6,1;2;5
mars-clouds-clustering|random|n5,mars-clouds-clustering,random,5,3,8,0.375,1;2;6
mars-clouds-clustering|hard|n5,mars-clouds-clustering,hard,5,3,8,0.375,2;3;7
mars-clouds-clustering|random|n10,mars-clouds-clustering,random,10,3,13,0.23076923076923078,3;4;11
mars-clouds-clustering|hard|n10,mars-clouds-clustering,hard,10,3,13,0.23076923076923078,3;4;11
mars-clouds-clustering|random|n20,mars-clouds-clustering,random,20,3,23,0.13043478260869565,5;6;19
mars-clouds-clustering|hard|n20,mars-clouds-clustering,hard,20,3,23,0.13043478260869565,3;4;16
mhc-layer-impl|shared|n0,mhc-layer-impl,shared,0,3,3,1.0,1;2;3
mhc-layer-impl|random|n2,mhc-layer-impl,random,2,3,5,0.6,2;3;4
mhc-layer-impl|hard|n2,mhc-layer-impl,hard,2,3,5,0.6,2;3;4
mhc-layer-impl|random|n5,mhc-layer-impl,random,5,3,8,0.375,2;3;5
mhc-layer-impl|hard|n5,mhc-layer-impl,hard,5,3,8,0.375,2;4;5
mhc-layer-impl|random|n10,mhc-layer-impl,random,10,3,13,0.23076923076923078,3;4;6
mhc-layer-impl|hard|n10,mhc-layer-impl,hard,10,3,13,0.23076923076923078,5;7;8
mhc-layer-impl|random|n20,mhc-layer-impl,random,20,3,23,0.13043478260869565,7;8;10
mhc-layer-impl|hard|n20,mhc-layer-impl,hard,20,3,23,0.13043478260869565,8;10;12
multilingual-video-dubbing|shared|n0,multilingual-video-dubbing,shared,0,6,6,1.0,1;2;3;4;5;6
multilingual-video-dubbing|random|n2,multilingual-video-dubbing,random,2,6,8,0.75,1;2;3;4;5;8
multilingual-video-dubbing|hard|n2,multilingual-video-dubbing,hard,2,6,8,0.75,1;2;3;5;7;8
multilingual-video-dubbing|random|n5,multilingual-video-dubbing,random,5,6,11,0.5454545454545454,1;2;3;4;5;11
multilingual-video-dubbing|hard|n5,multilingual-video-dubbing,hard,5,6,11,0.5454545454545454,2;3;4;8;10;11
multilingual-video-dubbing|random|n10,multilingual-video-dubbing,random,10,6,16,0.375,2;5;6;7;8;15
multilingual-video-dubbing|hard|n10,multilingual-video-dubbing,hard,10,6,16,0.375,3;4;6;10;12;16
multilingual-video-dubbing|random|n20,multilingual-video-dubbing,random,20,6,26,0.23076923076923078,2;9;10;13;15;25
multilingual-video-dubbing|hard|n20,multilingual-video-dubbing,hard,20,6,26,0.23076923076923078,5;11;13;18;21;26
offer-letter-generator|shared|n0,offer-letter-generator,shared,0,1,1,1.0,1
offer-letter-generator|random|n2,offer-letter-generator,random,2,1,3,0.3333333333333333,1
offer-letter-generator|hard|n2,offer-letter-generator,hard,2,1,3,0.3333333333333333,2
offer-letter-generator|random|n5,offer-letter-generator,random,5,1,6,0.16666666666666666,3
offer-letter-generator|hard|n5,offer-letter-generator,hard,5,1,6,0.16666666666666666,4
offer-letter-generator|random|n10,offer-letter-generator,random,10,1,11,0.09090909090909091,7
offer-letter-generator|hard|n10,offer-letter-generator,hard,10,1,11,0.09090909090909091,7
offer-letter-generator|random|n20,offer-letter-generator,random,20,1,21,0.047619047619047616,11
offer-letter-generator|hard|n20,offer-letter-generator,hard,20,1,21,0.047619047619047616,9
organize-messy-files|shared|n0,organize-messy-files,shared,0,5,5,1.0,1;2;3;4;5
organize-messy-files|random|n2,organize-messy-files,random,2,5,7,0.7142857142857143,1;4;5;6;7
organize-messy-files|hard|n2,organize-messy-files,hard,2,5,7,0.7142857142857143,1;3;4;5;6
organize-messy-files|random|n5,organize-messy-files,random,5,5,10,0.5,1;7;8;9;10
organize-messy-files|hard|n5,organize-messy-files,hard,5,5,10,0.5,1;5;6;7;9
organize-messy-files|random|n10,organize-messy-files,random,10,5,15,0.3333333333333333,1;9;10;12;14
organize-messy-files|hard|n10,organize-messy-files,hard,10,5,15,0.3333333333333333,1;10;11;12;14
organize-messy-files|random|n20,organize-messy-files,random,20,5,25,0.2,4;15;16;18;24
organize-messy-files|hard|n20,organize-messy-files,hard,20,5,25,0.2,4;17;18;21;24
paper-anonymizer|shared|n0,paper-anonymizer,shared,0,2,2,1.0,1;2
paper-anonymizer|random|n2,paper-anonymizer,random,2,2,4,0.5,1;2
paper-anonymizer|hard|n2,paper-anonymizer,hard,2,2,4,0.5,1;2
paper-anonymizer|random|n5,paper-anonymizer,random,5,2,7,0.2857142857142857,1;5
paper-anonymizer|hard|n5,paper-anonymizer,hard,5,2,7,0.2857142857142857,2;4
paper-anonymizer|random|n10,paper-anonymizer,random,10,2,12,0.16666666666666666,5;10
paper-anonymizer|hard|n10,paper-anonymizer,hard,10,2,12,0.16666666666666666,5;8
paper-anonymizer|random|n20,paper-anonymizer,random,20,2,22,0.09090909090909091,7;13
paper-anonymizer|hard|n20,paper-anonymizer,hard,20,2,22,0.09090909090909091,9;16
parallel-tfidf-search|shared|n0,parallel-tfidf-search,shared,0,3,3,1.0,1;2;3
parallel-tfidf-search|random|n2,parallel-tfidf-search,random,2,3,5,0.6,2;3;4
parallel-tfidf-search|hard|n2,parallel-tfidf-search,hard,2,3,5,0.6,2;3;4
parallel-tfidf-search|random|n5,parallel-tfidf-search,random,5,3,8,0.375,2;5;6
parallel-tfidf-search|hard|n5,parallel-tfidf-search,hard,5,3,8,0.375,3;5;6
parallel-tfidf-search|random|n10,parallel-tfidf-search,random,10,3,13,0.23076923076923078,3;9;10
parallel-tfidf-search|hard|n10,parallel-tfidf-search,hard,10,3,13,0.23076923076923078,3;7;11
parallel-tfidf-search|random|n20,parallel-tfidf-search,random,20,3,23,0.13043478260869565,6;13;15
parallel-tfidf-search|hard|n20,parallel-tfidf-search,hard,20,3,23,0.13043478260869565,6;12;17
pddl-tpp-planning|shared|n0,pddl-tpp-planning,shared,0,1,1,1.0,1
pddl-tpp-planning|random|n2,pddl-tpp-planning,random,2,1,3,0.3333333333333333,2
pddl-tpp-planning|hard|n2,pddl-tpp-planning,hard,2,1,3,0.3333333333333333,1
pddl-tpp-planning|random|n5,pddl-tpp-planning,random,5,1,6,0.16666666666666666,2
pddl-tpp-planning|hard|n5,pddl-tpp-planning,hard,5,1,6,0.16666666666666666,2
pddl-tpp-planning|random|n10,pddl-tpp-planning,random,10,1,11,0.09090909090909091,3
pddl-tpp-planning|hard|n10,pddl-tpp-planning,hard,10,1,11,0.09090909090909091,3
pddl-tpp-planning|random|n20,pddl-tpp-planning,random,20,1,21,0.047619047619047616,4
pddl-tpp-planning|hard|n20,pddl-tpp-planning,hard,20,1,21,0.047619047619047616,5
pdf-excel-diff|shared|n0,pdf-excel-diff,shared,0,2,2,1.0,1;2
pdf-excel-diff|random|n2,pdf-excel-diff,random,2,2,4,0.5,1;2
pdf-excel-diff|hard|n2,pdf-excel-diff,hard,2,2,4,0.5,1;2
pdf-excel-diff|random|n5,pdf-excel-diff,random,5,2,7,0.2857142857142857,1;2
pdf-excel-diff|hard|n5,pdf-excel-diff,hard,5,2,7,0.2857142857142857,1;2
pdf-excel-diff|random|n10,pdf-excel-diff,random,10,2,12,0.16666666666666666,1;2
pdf-excel-diff|hard|n10,pdf-excel-diff,hard,10,2,12,0.16666666666666666,1;4
pdf-excel-diff|random|n20,pdf-excel-diff,random,20,2,22,0.09090909090909091,1;2
pdf-excel-diff|hard|n20,pdf-excel-diff,hard,20,2,22,0.09090909090909091,1;6
pedestrian-traffic-counting|shared|n0,pedestrian-traffic-counting,shared,0,4,4,1.0,1;2;3;4
pedestrian-traffic-counting|random|n2,pedestrian-traffic-counting,random,2,4,6,0.6666666666666666,2;4;5;6
pedestrian-traffic-counting|hard|n2,pedestrian-traffic-counting,hard,2,4,6,0.6666666666666666,1;2;3;6
pedestrian-traffic-counting|random|n5,pedestrian-traffic-counting,random,5,4,9,0.4444444444444444,2;5;6;9
pedestrian-traffic-counting|hard|n5,pedestrian-traffic-counting,hard,5,4,9,0.4444444444444444,1;3;4;9
pedestrian-traffic-counting|random|n10,pedestrian-traffic-counting,random,10,4,14,0.2857142857142857,4;9;10;14
pedestrian-traffic-counting|hard|n10,pedestrian-traffic-counting,hard,10,4,14,0.2857142857142857,1;5;6;14
pedestrian-traffic-counting|random|n20,pedestrian-traffic-counting,random,20,4,24,0.16666666666666666,8;16;17;23
pedestrian-traffic-counting|hard|n20,pedestrian-traffic-counting,hard,20,4,24,0.16666666666666666,2;10;11;24
pg-essay-to-audiobook|shared|n0,pg-essay-to-audiobook,shared,0,4,4,1.0,1;2;3;4
pg-essay-to-audiobook|random|n2,pg-essay-to-audiobook,random,2,4,6,0.6666666666666666,2;3;4;5
pg-essay-to-audiobook|hard|n2,pg-essay-to-audiobook,hard,2,4,6,0.6666666666666666,1;4;5;6
pg-essay-to-audiobook|random|n5,pg-essay-to-audiobook,random,5,4,9,0.4444444444444444,2;5;6;7
pg-essay-to-audiobook|hard|n5,pg-essay-to-audiobook,hard,5,4,9,0.4444444444444444,1;5;8;9
pg-essay-to-audiobook|random|n10,pg-essay-to-audiobook,random,10,4,14,0.2857142857142857,3;8;10;11
pg-essay-to-audiobook|hard|n10,pg-essay-to-audiobook,hard,10,4,14,0.2857142857142857,1;10;13;14
pg-essay-to-audiobook|random|n20,pg-essay-to-audiobook,random,20,4,24,0.16666666666666666,6;14;18;19
pg-essay-to-audiobook|hard|n20,pg-essay-to-audiobook,hard,20,4,24,0.16666666666666666,2;16;22;23
powerlifting-coef-calc|shared|n0,powerlifting-coef-calc,shared,0,3,3,1.0,1;2;3
powerlifting-coef-calc|random|n2,powerlifting-coef-calc,random,2,3,5,0.6,2;3;4
powerlifting-coef-calc|hard|n2,powerlifting-coef-calc,hard,2,3,5,0.6,2;3;4
powerlifting-coef-calc|random|n5,powerlifting-coef-calc,random,5,3,8,0.375,3;4;7
powerlifting-coef-calc|hard|n5,powerlifting-coef-calc,hard,5,3,8,0.375,3;4;7
powerlifting-coef-calc|random|n10,powerlifting-coef-calc,random,10,3,13,0.23076923076923078,3;4;10
powerlifting-coef-calc|hard|n10,powerlifting-coef-calc,hard,10,3,13,0.23076923076923078,4;5;10
powerlifting-coef-calc|random|n20,powerlifting-coef-calc,random,20,3,23,0.13043478260869565,6;7;16
powerlifting-coef-calc|hard|n20,powerlifting-coef-calc,hard,20,3,23,0.13043478260869565,6;7;18
pptx-reference-formatting|shared|n0,pptx-reference-formatting,shared,0,1,1,1.0,1
pptx-reference-formatting|random|n2,pptx-reference-formatting,random,2,1,3,0.3333333333333333,3
pptx-reference-formatting|hard|n2,pptx-reference-formatting,hard,2,1,3,0.3333333333333333,3
pptx-reference-formatting|random|n5,pptx-reference-formatting,random,5,1,6,0.16666666666666666,6
pptx-reference-formatting|hard|n5,pptx-reference-formatting,hard,5,1,6,0.16666666666666666,6
pptx-reference-formatting|random|n10,pptx-reference-formatting,random,10,1,11,0.09090909090909091,11
pptx-reference-formatting|hard|n10,pptx-reference-formatting,hard,10,1,11,0.09090909090909091,10
pptx-reference-formatting|random|n20,pptx-reference-formatting,random,20,1,21,0.047619047619047616,21
pptx-reference-formatting|hard|n20,pptx-reference-formatting,hard,20,1,21,0.047619047619047616,20
protein-expression-analysis|shared|n0,protein-expression-analysis,shared,0,1,1,1.0,1
protein-expression-analysis|random|n2,protein-expression-analysis,random,2,1,3,0.3333333333333333,1
protein-expression-analysis|hard|n2,protein-expression-analysis,hard,2,1,3,0.3333333333333333,2
protein-expression-analysis|random|n5,protein-expression-analysis,random,5,1,6,0.16666666666666666,2
protein-expression-analysis|hard|n5,protein-expression-analysis,hard,5,1,6,0.16666666666666666,2
protein-expression-analysis|random|n10,protein-expression-analysis,random,10,1,11,0.09090909090909091,3
protein-expression-analysis|hard|n10,protein-expression-analysis,hard,10,1,11,0.09090909090909091,3
protein-expression-analysis|random|n20,protein-expression-analysis,random,20,1,21,0.047619047619047616,6
protein-expression-analysis|hard|n20,protein-expression-analysis,hard,20,1,21,0.047619047619047616,8
python-scala-translation|shared|n0,python-scala-translation,shared,0,6,6,1.0,1;2;3;4;5;6
python-scala-translation|random|n2,python-scala-translation,random,2,6,8,0.75,1;4;5;6;7;8
python-scala-translation|hard|n2,python-scala-translation,hard,2,6,8,0.75,2;3;4;5;6;8
python-scala-translation|random|n5,python-scala-translation,random,5,6,11,0.5454545454545454,1;4;5;7;9;11
python-scala-translation|hard|n5,python-scala-translation,hard,5,6,11,0.5454545454545454,3;4;5;8;9;11
python-scala-translation|random|n10,python-scala-translation,random,10,6,16,0.375,1;5;8;11;13;15
python-scala-translation|hard|n10,python-scala-translation,hard,10,6,16,0.375,3;4;5;11;12;16
python-scala-translation|random|n20,python-scala-translation,random,20,6,26,0.23076923076923078,4;10;13;19;21;25
python-scala-translation|hard|n20,python-scala-translation,hard,20,6,26,0.23076923076923078,4;7;8;18;19;26
quantum-numerical-simulation|shared|n0,quantum-numerical-simulation,shared,0,1,1,1.0,1
quantum-numerical-simulation|random|n2,quantum-numerical-simulation,random,2,1,3,0.3333333333333333,2
quantum-numerical-simulation|hard|n2,quantum-numerical-simulation,hard,2,1,3,0.3333333333333333,2
quantum-numerical-simulation|random|n5,quantum-numerical-simulation,random,5,1,6,0.16666666666666666,3
quantum-numerical-simulation|hard|n5,quantum-numerical-simulation,hard,5,1,6,0.16666666666666666,4
quantum-numerical-simulation|random|n10,quantum-numerical-simulation,random,10,1,11,0.09090909090909091,7
quantum-numerical-simulation|hard|n10,quantum-numerical-simulation,hard,10,1,11,0.09090909090909091,7
quantum-numerical-simulation|random|n20,quantum-numerical-simulation,random,20,1,21,0.047619047619047616,12
quantum-numerical-simulation|hard|n20,quantum-numerical-simulation,hard,20,1,21,0.047619047619047616,14
r2r-mpc-control|shared|n0,r2r-mpc-control,shared,0,4,4,1.0,1;2;3;4
r2r-mpc-control|random|n2,r2r-mpc-control,random,2,4,6,0.6666666666666666,1;2;3;4
r2r-mpc-control|hard|n2,r2r-mpc-control,hard,2,4,6,0.6666666666666666,1;2;3;4
r2r-mpc-control|random|n5,r2r-mpc-control,random,5,4,9,0.4444444444444444,1;3;4;5
r2r-mpc-control|hard|n5,r2r-mpc-control,hard,5,4,9,0.4444444444444444,1;2;3;6
r2r-mpc-control|random|n10,r2r-mpc-control,random,10,4,14,0.2857142857142857,2;5;6;8
r2r-mpc-control|hard|n10,r2r-mpc-control,hard,10,4,14,0.2857142857142857,3;4;5;9
r2r-mpc-control|random|n20,r2r-mpc-control,random,20,4,24,0.16666666666666666,2;7;8;14
r2r-mpc-control|hard|n20,r2r-mpc-control,hard,20,4,24,0.16666666666666666,4;8;9;15
react-performance-debugging|shared|n0,react-performance-debugging,shared,0,2,2,1.0,1;2
react-performance-debugging|random|n2,react-performance-debugging,random,2,2,4,0.5,1;4
react-performance-debugging|hard|n2,react-performance-debugging,hard,2,2,4,0.5,1;4
react-performance-debugging|random|n5,react-performance-debugging,random,5,2,7,0.2857142857142857,2;7
react-performance-debugging|hard|n5,react-performance-debugging,hard,5,2,7,0.2857142857142857,1;7
react-performance-debugging|random|n10,react-performance-debugging,random,10,2,12,0.16666666666666666,2;12
react-performance-debugging|hard|n10,react-performance-debugging,hard,10,2,12,0.16666666666666666,1;12
react-performance-debugging|random|n20,react-performance-debugging,random,20,2,22,0.09090909090909091,2;21
react-performance-debugging|hard|n20,react-performance-debugging,hard,20,2,22,0.09090909090909091,1;22
reserves-at-risk-calc|shared|n0,reserves-at-risk-calc,shared,0,1,1,1.0,1
reserves-at-risk-calc|random|n2,reserves-at-risk-calc,random,2,1,3,0.3333333333333333,1
reserves-at-risk-calc|hard|n2,reserves-at-risk-calc,hard,2,1,3,0.3333333333333333,3
reserves-at-risk-calc|random|n5,reserves-at-risk-calc,random,5,1,6,0.16666666666666666,3
reserves-at-risk-calc|hard|n5,reserves-at-risk-calc,hard,5,1,6,0.16666666666666666,5
reserves-at-risk-calc|random|n10,reserves-at-risk-calc,random,10,1,11,0.09090909090909091,7
reserves-at-risk-calc|hard|n10,reserves-at-risk-calc,hard,10,1,11,0.09090909090909091,9
reserves-at-risk-calc|random|n20,reserves-at-risk-calc,random,20,1,21,0.047619047619047616,14
reserves-at-risk-calc|hard|n20,reserves-at-risk-calc,hard,20,1,21,0.047619047619047616,16
sales-pivot-analysis|shared|n0,sales-pivot-analysis,shared,0,2,2,1.0,1;2
sales-pivot-analysis|random|n2,sales-pivot-analysis,random,2,2,4,0.5,2;4
sales-pivot-analysis|hard|n2,sales-pivot-analysis,hard,2,2,4,0.5,2;3
sales-pivot-analysis|random|n5,sales-pivot-analysis,random,5,2,7,0.2857142857142857,3;6
sales-pivot-analysis|hard|n5,sales-pivot-analysis,hard,5,2,7,0.2857142857142857,4;5
sales-pivot-analysis|random|n10,sales-pivot-analysis,random,10,2,12,0.16666666666666666,6;11
sales-pivot-analysis|hard|n10,sales-pivot-analysis,hard,10,2,12,0.16666666666666666,6;9
sales-pivot-analysis|random|n20,sales-pivot-analysis,random,20,2,22,0.09090909090909091,11;18
sales-pivot-analysis|hard|n20,sales-pivot-analysis,hard,20,2,22,0.09090909090909091,10;18
scheduling-email-assistant|shared|n0,scheduling-email-assistant,shared,0,2,2,1.0,1;2
